year,state,ten_year_age_groups,deaths,population,notes
2003,New Jersey,55-64 years,21,856564,""
2003,New Mexico,15-24 years,14,287135,unreliable
2003,New Mexico,25-34 years,50,234200,""
2003,New Mexico,35-44 years,71,267632,""
2003,New Mexico,45-54 years,58,266333,""
2003,New Mexico,55-64 years,19,185465,unreliable
2003,New York,15-24 years,39,2631360,""
2003,New York,25-34 years,98,2656506,""
2003,New York,35-44 years,185,3002778,""
2003,New York,45-54 years,197,2690285,""
2003,New York,55-64 years,43,1888829,""
2003,North Carolina,15-24 years,59,1159156,""
2003,North Carolina,25-34 years,114,1193775,""
2003,North Carolina,35-44 years,167,1292975,""
2003,North Carolina,45-54 years,122,1182428,""
2003,North Carolina,55-64 years,28,850994,""
2003,Ohio,15-24 years,43,1597016,""
2003,Ohio,25-34 years,66,1453156,""
2003,Ohio,35-44 years,112,1702959,""
2003,Ohio,45-54 years,111,1673279,""
2003,Ohio,55-64 years,21,1134752,""
2003,Oklahoma,15-24 years,30,535804,""
2003,Oklahoma,25-34 years,36,447100,""
2003,Oklahoma,35-44 years,91,493600,""
2003,Oklahoma,45-54 years,75,484296,""
2003,Oklahoma,55-64 years,12,353939,unreliable
2003,Oregon,15-24 years,14,497759,unreliable
2003,Oregon,25-34 years,28,481061,""
2003,Oregon,35-44 years,58,506688,""
2003,Oregon,45-54 years,88,538913,""
2003,Oregon,55-64 years,20,366967,""
2003,Pennsylvania,15-24 years,79,1681792,""
2003,Pennsylvania,25-34 years,84,1485351,""
2003,Pennsylvania,35-44 years,166,1851432,""
2003,Pennsylvania,45-54 years,123,1824279,""
2003,Pennsylvania,55-64 years,11,1272073,unreliable
2003,Rhode Island,25-34 years,22,136066,""
2003,Rhode Island,35-44 years,40,166646,""
2003,Rhode Island,45-54 years,29,153478,""
2003,South Carolina,25-34 years,15,552295,unreliable
2003,South Carolina,35-44 years,37,613055,""
2003,South Carolina,45-54 years,25,589035,""
2003,Tennessee,15-24 years,37,808888,""
2003,Tennessee,25-34 years,63,794674,""
2003,Tennessee,35-44 years,103,880690,""
2003,Tennessee,45-54 years,70,839516,""
2003,Tennessee,55-64 years,16,611333,unreliable
2003,Texas,15-24 years,102,3403924,""
2003,Texas,25-34 years,140,3234855,""
2003,Texas,35-44 years,252,3321562,""
2003,Texas,45-54 years,227,2907324,""
2003,Texas,55-64 years,53,1877300,""
2003,Utah,15-24 years,41,453515,""
2003,Utah,25-34 years,62,354519,""
2003,Utah,35-44 years,78,295736,""
2003,Utah,45-54 years,64,266394,""
2003,Utah,55-64 years,10,168065,unreliable
2003,Vermont,35-44 years,15,95731,unreliable
2003,Vermont,45-54 years,16,100092,unreliable
2003,Virginia,15-24 years,37,1038149,""
2003,Virginia,25-34 years,87,1014083,""
2003,Virginia,35-44 years,125,1182533,""
2003,Virginia,45-54 years,88,1077907,""
2003,Virginia,55-64 years,17,743980,unreliable
2003,Washington,15-24 years,33,878656,""
2003,Washington,25-34 years,75,833614,""
2003,Washington,35-44 years,148,941125,""
2003,Washington,45-54 years,162,914898,""
2003,Washington,55-64 years,44,599307,""
2003,West Virginia,15-24 years,25,245050,""
2003,West Virginia,25-34 years,46,222377,""
2003,West Virginia,35-44 years,76,254361,""
2003,West Virginia,45-54 years,37,281534,""
2003,Wisconsin,15-24 years,27,804370,""
2003,Wisconsin,25-34 years,42,681594,""
2003,Wisconsin,35-44 years,70,845061,""
2003,Wisconsin,45-54 years,48,800385,""
2004,Alabama,15-24 years,19,651844,unreliable
2004,Alabama,35-44 years,26,647811,""
2004,Alabama,45-54 years,24,648373,""
2004,Arizona,15-24 years,40,814207,""
2004,Arizona,25-34 years,44,788430,""
2004,Arizona,35-44 years,97,791660,""
2004,Arizona,45-54 years,120,726370,""
2004,Arizona,55-64 years,31,559670,""
2004,Arkansas,15-24 years,22,393476,""
2004,Arkansas,25-34 years,30,354627,""
2004,Arkansas,35-44 years,39,382246,""
2004,Arkansas,45-54 years,23,376080,""
2004,Arkansas,55-64 years,10,297658,unreliable
2004,California,15-24 years,99,5253629,""
2004,California,25-34 years,193,5201301,""
2004,California,35-44 years,395,5474192,""
2004,California,45-54 years,496,4829266,""
2004,California,55-64 years,181,3205945,""
2004,California,65-74 years,31,1950335,""
2004,California,75-84 years,11,1362004,unreliable
2004,Colorado,15-24 years,21,665431,""
2004,Colorado,25-34 years,30,673625,""
2004,Colorado,35-44 years,74,708153,""
2004,Colorado,45-54 years,71,687453,""
2004,Colorado,55-64 years,19,437960,unreliable
2004,Connecticut,15-24 years,32,446589,""
2004,Connecticut,25-34 years,44,417964,""
2004,Connecticut,35-44 years,74,558950,""
2004,Connecticut,45-54 years,30,526547,""
2004,Delaware,45-54 years,11,117821,unreliable
2004,District of Columbia,35-44 years,14,83248,unreliable
2004,District of Columbia,45-54 years,27,75563,""
2004,Florida,15-24 years,145,2260862,""
2004,Florida,25-34 years,244,2142213,""
2004,Florida,35-44 years,331,2551515,""
2004,Florida,45-54 years,361,2401422,""
2004,Florida,55-64 years,79,1923778,""
2004,Florida,65-74 years,19,1492947,unreliable
2004,Florida,75-84 years,12,1086142,unreliable
2004,Georgia,15-24 years,22,1287213,""
2004,Georgia,25-34 years,57,1294936,""
2004,Georgia,35-44 years,78,1380057,""
2004,Georgia,45-54 years,72,1208860,""
2004,Georgia,55-64 years,18,829508,unreliable
2004,Hawaii,35-44 years,17,182426,unreliable
2004,Hawaii,45-54 years,21,188238,""
2004,Hawaii,55-64 years,10,136741,unreliable
2004,Idaho,35-44 years,16,188780,unreliable
2004,Idaho,45-54 years,13,191376,unreliable
2004,Illinois,15-24 years,75,1798397,""
2004,Illinois,25-34 years,118,1751645,""
2004,Illinois,35-44 years,171,1882409,""
2004,Illinois,45-54 years,130,1772561,""
2004,Illinois,55-64 years,25,1206900,""
2004,Indiana,15-24 years,23,911625,""
2004,Indiana,25-34 years,27,810727,""
2004,Indiana,35-44 years,45,910180,""
2004,Indiana,45-54 years,34,891692,""
2004,Iowa,25-34 years,15,349425,unreliable
2004,Iowa,35-44 years,13,410225,unreliable
2004,Iowa,45-54 years,19,426965,unreliable
2004,Kansas,25-34 years,17,340723,unreliable
2004,Kansas,35-44 years,46,383865,""
2004,Kansas,45-54 years,33,390810,""
2004,Kentucky,15-24 years,34,586590,""
2004,Kentucky,25-34 years,58,552204,""
2004,Kentucky,35-44 years,64,615348,""
2004,Kentucky,45-54 years,55,603605,""
2004,Louisiana,15-24 years,30,713810,""
2004,Louisiana,25-34 years,37,591843,""
2004,Louisiana,35-44 years,39,649403,""
2004,Louisiana,45-54 years,26,645313,""
2004,Maine,15-24 years,20,172127,""
2004,Maine,25-34 years,22,148155,""
2004,Maine,35-44 years,31,201481,""
2004,Maine,45-54 years,16,211842,unreliable
2004,Maryland,15-24 years,34,749941,""
2004,Maryland,25-34 years,96,724290,""
2004,Maryland,35-44 years,183,895972,""
2004,Maryland,45-54 years,147,829672,""
2004,Maryland,55-64 years,19,574946,unreliable
2004,Massachusetts,15-24 years,59,879422,""
2004,Massachusetts,25-34 years,92,852813,""
2004,Massachusetts,35-44 years,168,1014216,""
2004,Massachusetts,45-54 years,115,939434,""
2004,Massachusetts,55-64 years,19,657707,unreliable
2004,Michigan,15-24 years,39,1434206,""
2004,Michigan,25-34 years,60,1264592,""
2004,Michigan,35-44 years,111,1490188,""
2004,Michigan,45-54 years,114,1488467,""
2004,Michigan,55-64 years,21,1024311,""
2004,Minnesota,25-34 years,31,658568,""
2004,Minnesota,35-44 years,37,779638,""
2004,Minnesota,45-54 years,48,750129,""
2004,Minnesota,55-64 years,14,489300,unreliable
2004,Mississippi,35-44 years,12,402330,unreliable
2004,Missouri,15-24 years,37,834140,""
2004,Missouri,25-34 years,58,726907,""
2004,Missouri,35-44 years,96,833643,""
2004,Missouri,45-54 years,68,821320,""
2004,Missouri,55-64 years,11,593721,unreliable
2004,Montana,35-44 years,18,125849,unreliable
2004,Montana,45-54 years,13,148742,unreliable
2004,Nevada,15-24 years,27,305697,""
2004,Nevada,25-34 years,45,342914,""
2004,Nevada,35-44 years,82,358996,""
2004,Nevada,45-54 years,89,322985,""
2004,Nevada,55-64 years,23,254534,""
2004,New Hampshire,15-24 years,11,174633,unreliable
2004,New Hampshire,25-34 years,22,149206,""
2004,New Hampshire,35-44 years,33,212257,""
2004,New Hampshire,45-54 years,17,206287,unreliable
2004,New Jersey,15-24 years,40,1078720,""
2004,New Jersey,25-34 years,70,1123707,""
2004,New Jersey,35-44 years,105,1396535,""
2004,New Jersey,45-54 years,67,1265208,""
2004,New Jersey,55-64 years,24,885260,""
2004,New Mexico,15-24 years,16,292106,unreliable
2004,New Mexico,25-34 years,27,238039,""
2004,New Mexico,35-44 years,64,264828,""
2004,New Mexico,45-54 years,55,271484,""
2004,New Mexico,55-64 years,20,195983,""
2004,New York,15-24 years,35,2653237,""
2004,New York,25-34 years,61,2624513,""
2004,New York,35-44 years,173,2959042,""
2004,New York,45-54 years,156,2724083,""
2004,New York,55-64 years,43,1953661,""
2004,North Carolina,15-24 years,82,1187390,""
2004,North Carolina,25-34 years,105,1193778,""
2004,North Carolina,35-44 years,180,1296123,""
2004,North Carolina,45-54 years,147,1206025,""
2004,North Carolina,55-64 years,33,894026,""
2004,Ohio,15-24 years,77,1597302,""
2004,Ohio,25-34 years,99,1444523,""
2004,Ohio,35-44 years,131,1671355,""
2004,Ohio,45-54 years,153,1697332,""
2004,Ohio,55-64 years,39,1181099,""
2004,Oklahoma,15-24 years,42,538992,""
2004,Oklahoma,25-34 years,47,450653,""
2004,Oklahoma,35-44 years,97,485490,""
2004,Oklahoma,45-54 years,89,491348,""
2004,Oklahoma,55-64 years,25,366550,""
2004,Oregon,25-34 years,37,479431,""
2004,Oregon,35-44 years,66,502400,""
2004,Oregon,45-54 years,77,541989,""
2004,Oregon,55-64 years,30,388633,""
2004,Pennsylvania,15-24 years,83,1701550,""
2004,Pennsylvania,25-34 years,114,1476744,""
2004,Pennsylvania,35-44 years,135,1817800,""
2004,Pennsylvania,45-54 years,119,1857366,""
2004,Pennsylvania,55-64 years,22,1322301,""
2004,Rhode Island,25-34 years,11,135243,unreliable
2004,Rhode Island,35-44 years,25,163972,""
2004,Rhode Island,45-54 years,21,156031,""
2004,South Carolina,15-24 years,13,613888,unreliable
2004,South Carolina,25-34 years,22,556293,""
2004,South Carolina,35-44 years,45,611903,""
2004,South Carolina,45-54 years,37,599469,""
2004,Tennessee,15-24 years,37,818997,""
2004,Tennessee,25-34 years,76,800018,""
2004,Tennessee,35-44 years,118,875946,""
2004,Tennessee,45-54 years,119,851057,""
2004,Tennessee,55-64 years,22,638188,""
2004,Texas,15-24 years,115,3450015,""
2004,Texas,25-34 years,175,3263123,""
2004,Texas,35-44 years,225,3325972,""
2004,Texas,45-54 years,232,2989846,""
2004,Texas,55-64 years,46,1977043,""
2004,Texas,65-74 years,10,1207305,unreliable
2004,Utah,15-24 years,43,449426,""
2004,Utah,25-34 years,63,367784,""
2004,Utah,35-44 years,72,296022,""
2004,Utah,45-54 years,62,273642,""
2004,Utah,55-64 years,20,177578,""
2004,Vermont,25-34 years,10,68536,unreliable
2004,Vermont,35-44 years,11,93396,unreliable
2004,Virginia,15-24 years,54,1062781,""
2004,Virginia,25-34 years,93,1016307,""
2004,Virginia,35-44 years,119,1175718,""
2004,Virginia,45-54 years,100,1101994,""
2004,Virginia,55-64 years,20,782317,""
2004,Washington,15-24 years,35,885668,""
2004,Washington,25-34 years,79,835461,""
2004,Washington,35-44 years,175,936402,""
2004,Washington,45-54 years,211,932340,""
2004,Washington,55-64 years,57,636967,""
2004,Washington,65-74 years,12,355111,unreliable
2004,West Virginia,15-24 years,29,243303,""
2004,West Virginia,25-34 years,61,221856,""
2004,West Virginia,35-44 years,75,250521,""
2004,West Virginia,45-54 years,68,282119,""
2004,West Virginia,55-64 years,14,216478,unreliable
2004,Wisconsin,15-24 years,24,809989,""
2004,Wisconsin,25-34 years,31,679665,""
2004,Wisconsin,35-44 years,71,831100,""
2004,Wisconsin,45-54 years,69,818709,""
2004,Wisconsin,55-64 years,17,548147,unreliable
2005,Alabama,15-24 years,18,657480,unreliable
2005,Alabama,25-34 years,16,585831,unreliable
2005,Alabama,35-44 years,17,642755,unreliable
2005,Alabama,45-54 years,27,659231,""
2005,Arizona,15-24 years,38,835280,""
2005,Arizona,25-34 years,60,811925,""
2005,Arizona,35-44 years,95,808093,""
2005,Arizona,45-54 years,137,756024,""
2005,Arizona,55-64 years,33,596994,""
2005,Arkansas,15-24 years,23,394552,""
2005,Arkansas,25-34 years,25,360441,""
2005,Arkansas,35-44 years,39,380572,""
2005,Arkansas,45-54 years,30,383112,""
2005,California,15-24 years,87,5332357,""
2005,California,25-34 years,207,5170422,""
2005,California,35-44 years,320,5448579,""
2005,California,45-54 years,485,4926826,""
2005,California,55-64 years,190,3352893,""
2005,California,65-74 years,49,1972493,""
2005,California,75-84 years,18,1373521,unreliable
2005,California,85+ years,11,493239,unreliable
2005,Colorado,15-24 years,29,670607,""
2005,Colorado,25-34 years,48,667340,""
2005,Colorado,35-44 years,74,705346,""
2005,Colorado,45-54 years,101,702618,""
2005,Colorado,55-64 years,27,465940,""
2005,Connecticut,15-24 years,27,459350,""
2005,Connecticut,25-34 years,33,409222,""
2005,Connecticut,35-44 years,51,550666,""
2005,Connecticut,45-54 years,45,538362,""
2005,Delaware,45-54 years,11,121443,unreliable
2005,District of Columbia,45-54 years,25,75180,""
2005,Florida,15-24 years,123,2335154,""
2005,Florida,25-34 years,234,2184963,""
2005,Florida,35-44 years,300,2574632,""
2005,Florida,45-54 years,313,2495162,""
2005,Florida,55-64 years,85,2023617,""
2005,Florida,65-74 years,21,1519618,""
2005,Florida,75-84 years,17,1097023,unreliable
2005,Georgia,15-24 years,44,1298484,""
2005,Georgia,25-34 years,56,1293172,""
2005,Georgia,35-44 years,87,1392620,""
2005,Georgia,45-54 years,85,1243775,""
2005,Georgia,55-64 years,21,876063,""
2005,Hawaii,35-44 years,15,182205,unreliable
2005,Hawaii,45-54 years,29,189980,""
2005,Hawaii,55-64 years,10,144668,unreliable
2005,Idaho,35-44 years,18,189516,unreliable
2005,Idaho,45-54 years,14,197326,unreliable
2005,Illinois,15-24 years,85,1802036,""
2005,Illinois,25-34 years,142,1738659,""
